date,category,intentName,intentId,exposedButton1Name,exposedButton1Path,exposedButton2Name,exposedButton2Path,exposedButton3Name,exposedButton3Path,count
2026-03-17,플랫폼,AI 챗봇 채팅 상담 연결 불가 안내,geint00000094,0캠퍼스,https://skt0.tworld.co.kr/app-stgweb/html/tworld/cmps/M2.html?from=aichat,일시정지 해제 바로가기,https://app-stg.tworld.co.kr/myt-join/submain/suspend?from=aichat#temporary?from=aichat,T끼리온가족할인제도 가족 추가 바로가기,https://app-stg.tworld.co.kr/myt-join/combinations?from=aichat,19
2026-03-17,약정할인제도,선택약정할인제도 재가입 조건,scint00001164,일시정지 해제 바로가기,https://app-stg.tworld.co.kr/myt-join/submain/suspend?from=aichat#temporary?from=aichat,T끼리온가족할인제도 가족 추가 바로가기,https://app-stg.tworld.co.kr/myt-join/combinations?from=aichat,T휴대폰결제 바로가기,https://pay.sktelecom.com/portal/,18
2026-03-17,약정할인제도,선택약정할인제도 안내 및 가입 조건,scint00001179,T끼리온가족할인제도 가족 추가 바로가기,https://app-stg.tworld.co.kr/myt-join/combinations?from=aichat,T휴대폰결제 바로가기,https://pay.sktelecom.com/portal/,미납 요금 조회하기,https://app-stg.tworld.co.kr/myt-fare/unbill?from=aichat,18
2026-03-17,안내,테더링 및 모바일 핫스팟 리필 쿠폰 사용,scint0000337,T휴대폰결제 바로가기,https://pay.sktelecom.com/portal/,미납 요금 조회하기,https://app-stg.tworld.co.kr/myt-fare/unbill?from=aichat,나의 요금 바로가기,https://app-stg.tworld.co.kr/myt-fare/submain?from=aichat,17
2026-03-18,로밍,해외 로밍 설정 방법,geint00000002,다른 요금제로 변경하기,https://app-stg.tworld.co.kr/product/renewal/mobileplan?from=aichat,T 괌사이판 요금제 옵션 변경 바로가기,http://app-stg.tworld.co.kr/product/roaming/my-use?from=aichat,통화내역 열람 바로가기,https://www.tworld.co.kr/web/myt-call/main,34
2026-03-18,로밍,로밍 통화 요금,scint00000002,T 괌사이판 요금제 옵션 변경 바로가기,http://app-stg.tworld.co.kr/product/roaming/my-use?from=aichat,통화내역 열람 바로가기,https://www.tworld.co.kr/web/myt-call/main,프리미엄 패스1 자세히 보기,https://app-stg.tworld.co.kr/product/callplan?prod_id=NA00004487&from=aichat,24
2026-03-18,약정할인제도,선택약정할인제도 안내 및 가입 조건,scint00001179,통화내역 열람 바로가기,https://www.tworld.co.kr/web/myt-call/main,프리미엄 패스1 자세히 보기,https://app-stg.tworld.co.kr/product/callplan?prod_id=NA00004487&from=aichat,T ring 신청 바로가기,https://app-stg.tworld.co.kr/product/callplan?prod_id=NA00000617&from=aichat,24
2026-03-18,로밍,baro 전화 데이터 차감 여부,scint0000806,프리미엄 패스1 자세히 보기,https://app-stg.tworld.co.kr/product/callplan?prod_id=NA00004487&from=aichat,T ring 신청 바로가기,https://app-stg.tworld.co.kr/product/callplan?prod_id=NA00000617&from=aichat,취소하기,CANCEL,23
2026-03-18,로밍,로밍 통화 요금 발생 시점,scint00000022,T ring 신청 바로가기,https://app-stg.tworld.co.kr/product/callplan?prod_id=NA00000617&from=aichat,취소하기,CANCEL,무비와컬처 홈페이지 바로가기,https://www.movieculture.co.kr,23
2026-03-18,로밍,로밍중 국내 통신 요금 부과 문의,rming00000019,취소하기,CANCEL,무비와컬처 홈페이지 바로가기,https://www.movieculture.co.kr,약정 할인/기기할부정보 바로가기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,23
2026-03-18,로밍,로밍 요금제 현지 개시 방법,rming00000010,무비와컬처 홈페이지 바로가기,https://www.movieculture.co.kr,약정 할인/기기할부정보 바로가기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,상담사 연결하기,02-6343-9000,22
2026-03-18,약정할인제도,선택약정할인제도 재가입 조건,scint00001164,약정 할인/기기할부정보 바로가기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,상담사 연결하기,02-6343-9000,다른 요금제로 변경하기,https://app-stg.tworld.co.kr/product/renewal/mobileplan?from=aichat,22
2026-03-18,로밍,baro 요금제 가입 중 테더링 이용 가능 여부,scint0000538,상담사 연결하기,02-6343-9000,다른 요금제로 변경하기,https://app-stg.tworld.co.kr/product/renewal/mobileplan?from=aichat,T 괌사이판 요금제 옵션 변경 바로가기,http://app-stg.tworld.co.kr/product/roaming/my-use?from=aichat,21
2026-03-18,로밍,로밍 일시 허용,scint00000275,다른 요금제로 변경하기,https://app-stg.tworld.co.kr/product/renewal/mobileplan?from=aichat,T 괌사이판 요금제 옵션 변경 바로가기,http://app-stg.tworld.co.kr/product/roaming/my-use?from=aichat,통화내역 열람 바로가기,https://www.tworld.co.kr/web/myt-call/main,20
2026-03-19,요금관련문의,단말기 할부\n단말기 할부금\n단말기 할부 수수료\n휴대폰 할부금\n휴대폰 기기값,scint00001141,상담사 연결하기,02-6343-9000,약정할인/기기 할부 정보 바로 가기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,공유 데이터 확인하기,REMAIN_DATA_SHARING,21
2026-03-19,요금관련문의,단말기 할부금 수수료 정책,scint0000808,약정할인/기기 할부 정보 바로 가기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,공유 데이터 확인하기,REMAIN_DATA_SHARING,사용패턴 확인하기,https://app-stg.tworld.co.kr/myt-data/usage-pattern?from=aichat,21
2026-03-19,약정할인제도,약정 할인 및 할인반환금 위약금 기기할부금 확인,geint00000041,공유 데이터 확인하기,REMAIN_DATA_SHARING,사용패턴 확인하기,https://app-stg.tworld.co.kr/myt-data/usage-pattern?from=aichat,자녀 데이터 잔여량 확인하기,REMAIN_DATA_CHILD,17
2026-03-19,요금관련문의,단말기 할부금 중도 납부 방법,scint00000190,사용패턴 확인하기,https://app-stg.tworld.co.kr/myt-data/usage-pattern?from=aichat,자녀 데이터 잔여량 확인하기,REMAIN_DATA_CHILD,T멤버십 연결하기,https://m.sktmembership.co.kr/mps/app-bff/common/onepass.do?pType=m0&adReferer=tm0026,17
2026-03-19,고객정보조회,단말기 잔여 할부 조회 방법,scint00000208,자녀 데이터 잔여량 확인하기,REMAIN_DATA_CHILD,T멤버십 연결하기,https://m.sktmembership.co.kr/mps/app-bff/common/onepass.do?pType=m0&adReferer=tm0026,즉시 납부하기,https://app-stg.tworld.co.kr/myt-fare/unbill?from=aichat,16
2026-03-19,약정할인제도,무약정플랜 단말기 할부금 납부 방법,scint0000379,T멤버십 연결하기,https://m.sktmembership.co.kr/mps/app-bff/common/onepass.do?pType=m0&adReferer=tm0026,즉시 납부하기,https://app-stg.tworld.co.kr/myt-fare/unbill?from=aichat,USIM 개통 바로가기,https://stg.m.shop.tworld.co.kr/usim-esim-main?from=aichat,14
2026-03-19,서비스이용문의,단말기 할부가능 회선수,scint0000450,즉시 납부하기,https://app-stg.tworld.co.kr/myt-fare/unbill?from=aichat,USIM 개통 바로가기,https://stg.m.shop.tworld.co.kr/usim-esim-main?from=aichat,T Day Day3 혜택 바로가기,https://m.sktmembership.co.kr/l/fWEMQr,13
2026-03-19,요금관련문의,T라이트 할부 카드,scint00000373,USIM 개통 바로가기,https://stg.m.shop.tworld.co.kr/usim-esim-main?from=aichat,T Day Day3 혜택 바로가기,https://m.sktmembership.co.kr/l/fWEMQr,고객센터(114) 연결하기,114,12
2026-03-19,로밍,해외 로밍 설정 방법,geint00000002,T Day Day3 혜택 바로가기,https://m.sktmembership.co.kr/l/fWEMQr,고객센터(114) 연결하기,114,T 지원금약정 안내,AG_T_SUBSIDY_INFO,8
2026-03-19,통신 위약금 환급,기기할부금 위약금 환급 포함 여부 문의\n기기할부금 위약금 면제 포함 여부 문의,recov00000049,고객센터(114) 연결하기,114,T 지원금약정 안내,AG_T_SUBSIDY_INFO,T 지원금약정 자세히 보기,https://app-stg.tworld.co.kr/product/callplan?from=aichat&prod_id=TW20000015,8
2026-03-20,미납,미납 요금 납부 방법미납 요금 수납 방법,geint00000032,상담사 연결하기,02-6343-9000,주문 배송 정보 확인,https://m.shop.tworld.co.kr/my/submain,리필쿠폰 바로가기,https://app-stg.tworld.co.kr/myt-data/recharge/coupon?from=aichat,75
2026-03-20,미납,미납센터 전화번호 알려줘,scint00000621,주문 배송 정보 확인,https://m.shop.tworld.co.kr/my/submain,리필쿠폰 바로가기,https://app-stg.tworld.co.kr/myt-data/recharge/coupon?from=aichat,무비와컬처 홈페이지 바로가기,https://www.movieculture.co.kr,72
2026-03-20,미납,미납 요금 안내,geint00000031,리필쿠폰 바로가기,https://app-stg.tworld.co.kr/myt-data/recharge/coupon?from=aichat,무비와컬처 홈페이지 바로가기,https://www.movieculture.co.kr,baro 요금제 자세히 보기,https://app-stg.tworld.co.kr/product/callplan?prod_id=NA00007668&from=aichat,68
2026-03-20,미납,미납 요금 납부일 연장 및 변경 방법,geint00000065,무비와컬처 홈페이지 바로가기,https://www.movieculture.co.kr,baro 요금제 자세히 보기,https://app-stg.tworld.co.kr/product/callplan?prod_id=NA00007668&from=aichat,이용 정지 해제하기,UNPAID_ACNT_CHG_CHECK,68
2026-03-20,미납,미납이용정지 해제,scint0000528,baro 요금제 자세히 보기,https://app-stg.tworld.co.kr/product/callplan?prod_id=NA00007668&from=aichat,이용 정지 해제하기,UNPAID_ACNT_CHG_CHECK,기기 할부 정보 보기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,56
2026-03-20,미납,미납금 납부 약속 (납부 가능일 등록)안내,geint00000156,이용 정지 해제하기,UNPAID_ACNT_CHG_CHECK,기기 할부 정보 보기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,미납 요금 조회하기,https://app-stg.tworld.co.kr/myt-fare/unbill?from=aichat,51
2026-03-20,미납,미납 요금 타인 명의 결제 수단 납부,geint00000116,기기 할부 정보 보기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,미납 요금 조회하기,https://app-stg.tworld.co.kr/myt-fare/unbill?from=aichat,미납센터(1575) 연결하기,1575,39
2026-03-20,미납,미납이용정지,scint00000517,미납 요금 조회하기,https://app-stg.tworld.co.kr/myt-fare/unbill?from=aichat,미납센터(1575) 연결하기,1575,요금 부분 납부 바로가기,https://www.tworld.co.kr/web/myt-fare/bill/home,37
2026-03-20,미납,미납 직권해지,scint00000622,미납센터(1575) 연결하기,1575,요금 부분 납부 바로가기,https://www.tworld.co.kr/web/myt-fare/bill/home,고객센터(114) 전화 연결,114,34
2026-03-20,미납,미납요금 발생 안내 및 가산금 관련,scint00000461,요금 부분 납부 바로가기,https://www.tworld.co.kr/web/myt-fare/bill/home,고객센터(114) 전화 연결,114,실시간 이용요금 바로가기,https://app-stg.tworld.co.kr/myt-fare/bill/hotbill?from=aichat,25
2026-03-23,미납,미납금 납부 약속 (납부 가능일 등록)안내,geint00000156,선택약정할인 안내,AG_FLEXIBLE_PLAN_INFO,선택약정할인 자세히 보기,https://app-stg.tworld.co.kr/product/callplan?from=aichat&prod_id=NA00004430,T 로밍 요금제 바로가기,https://app-stg.tworld.co.kr/product/roaming/fee?from=aichat,30
2026-03-23,요금관련문의,요금 납부일 확인 방법,scint00000615,선택약정할인 자세히 보기,https://app-stg.tworld.co.kr/product/callplan?from=aichat&prod_id=NA00004430,T 로밍 요금제 바로가기,https://app-stg.tworld.co.kr/product/roaming/fee?from=aichat,나의 결합상품 확인하기,https://app-stg.tworld.co.kr/myt-join/combinations?from=aichat,23
2026-03-23,요금관련문의,요금 납부일 변경 방법,scint00000216,T 로밍 요금제 바로가기,https://app-stg.tworld.co.kr/product/roaming/fee?from=aichat,나의 결합상품 확인하기,https://app-stg.tworld.co.kr/myt-join/combinations?from=aichat,나의 결합상품 바로가기,https://app-stg.tworld.co.kr/myt-join/combinations/?from=aichat,22
2026-03-23,미납,미납 요금 납부일 연장 및 변경 방법,geint00000065,나의 결합상품 확인하기,https://app-stg.tworld.co.kr/myt-join/combinations?from=aichat,나의 결합상품 바로가기,https://app-stg.tworld.co.kr/myt-join/combinations/?from=aichat,회선관리 바로가기,https://app-stg.tworld.co.kr/common/member/line?from=aichat,20
2026-03-23,미납,미납 요금 납부 방법미납 요금 수납 방법,geint00000032,나의 결합상품 바로가기,https://app-stg.tworld.co.kr/myt-join/combinations/?from=aichat,회선관리 바로가기,https://app-stg.tworld.co.kr/common/member/line?from=aichat,상담사 연결하기,02-6343-9000,20
2026-03-23,미납,미납센터 전화번호 알려줘,scint00000621,회선관리 바로가기,https://app-stg.tworld.co.kr/common/member/line?from=aichat,상담사 연결하기,02-6343-9000,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,18
2026-03-23,미납,미납 직권해지,scint00000622,상담사 연결하기,02-6343-9000,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,즉시 납부하기,https://app-stg.tworld.co.kr/myt-fare/unbill?from=aichat,17
2026-03-23,요금관련문의,단말기 할부\n단말기 할부금\n단말기 할부 수수료\n휴대폰 할부금\n휴대폰 기기값,scint00001141,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,즉시 납부하기,https://app-stg.tworld.co.kr/myt-fare/unbill?from=aichat,나의 요금 바로가기,https://app-stg.tworld.co.kr/myt-fare/submain?from=aichat,17
2026-03-23,요금관련문의,단말기 할부금 수수료 정책,scint0000808,즉시 납부하기,https://app-stg.tworld.co.kr/myt-fare/unbill?from=aichat,나의 요금 바로가기,https://app-stg.tworld.co.kr/myt-fare/submain?from=aichat,리필쿠폰 바로가기,https://app-stg.tworld.co.kr/myt-data/recharge/coupon?from=aichat,17
2026-03-23,요금관련문의,단말기 할부금 중도 납부 방법,scint00000190,나의 요금 바로가기,https://app-stg.tworld.co.kr/myt-fare/submain?from=aichat,리필쿠폰 바로가기,https://app-stg.tworld.co.kr/myt-data/recharge/coupon?from=aichat,나에게 리필쿠폰 사용하기,REFILL_CHECK_USE,16
2026-03-24,미납,미납금 납부 약속 (납부 가능일 등록)안내,geint00000156,요금 부분 납부 바로가기,https://www.tworld.co.kr/web/myt-fare/bill/home,휴대폰 주문 및 배송 정보 확인하기,https://m.shop.tworld.co.kr/my/submain,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,30
2026-03-24,미납,미납 요금 납부일 연장 및 변경 방법,geint00000065,휴대폰 주문 및 배송 정보 확인하기,https://m.shop.tworld.co.kr/my/submain,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,광랜터넷 와이파이 + B tv 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004348&firstItem=I&iptvProdId=NT00000772,27
2026-03-24,미납,미납 요금 납부 방법미납 요금 수납 방법,geint00000032,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,광랜터넷 와이파이 + B tv 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004348&firstItem=I&iptvProdId=NT00000772,인터넷/B tv 가입 알아보기,https://stg-my-shop.tworld.co.kr/wire/product/internetList?linkChnlSvcId=TWD-MOB&utm_source=adot&utm_medium=chatt&utm_campaign=wiredirect,25
2026-03-24,약정할인제도,선택약정할인제도 공제 순서,scint00001193,광랜터넷 와이파이 + B tv 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004348&firstItem=I&iptvProdId=NT00000772,인터넷/B tv 가입 알아보기,https://stg-my-shop.tworld.co.kr/wire/product/internetList?linkChnlSvcId=TWD-MOB&utm_source=adot&utm_medium=chatt&utm_campaign=wiredirect,기가인터넷 와이파이(최대 1Gbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004346&firstItem=I,21
2026-03-24,요금제문의,5G베이직플러스맞춤형 요금제(정규요금제),scint0000820,인터넷/B tv 가입 알아보기,https://stg-my-shop.tworld.co.kr/wire/product/internetList?linkChnlSvcId=TWD-MOB&utm_source=adot&utm_medium=chatt&utm_campaign=wiredirect,기가인터넷 와이파이(최대 1Gbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004346&firstItem=I,기가라이트인터넷 와이파이(최대 500Mbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004347&firstItem=I,21
2026-03-24,요금제문의,베이직플러스 30GB업,scint00002217,기가인터넷 와이파이(최대 1Gbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004346&firstItem=I,기가라이트인터넷 와이파이(최대 500Mbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004347&firstItem=I,상담사 카카오톡 채널 바로가기,https://newchat.tworld.co.kr:3001/landing?partitionId=tdswireless&appChannelId=kakao&utmSource=chatbot&utmCampaign=adot,21
2026-03-24,약정할인제도,선택약정할인제도 중복 가입 가능 상품,scint00001171,기가라이트인터넷 와이파이(최대 500Mbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004347&firstItem=I,상담사 카카오톡 채널 바로가기,https://newchat.tworld.co.kr:3001/landing?partitionId=tdswireless&appChannelId=kakao&utmSource=chatbot&utmCampaign=adot,광랜인터넷 와이파이(최대 100Mbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004348&firstItem=I,21
2026-03-24,요금관련문의,요금 부분 납부 방법,scint00001653,상담사 카카오톡 채널 바로가기,https://newchat.tworld.co.kr:3001/landing?partitionId=tdswireless&appChannelId=kakao&utmSource=chatbot&utmCampaign=adot,광랜인터넷 와이파이(최대 100Mbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004348&firstItem=I,나의 요금 바로가기,https://app-stg.tworld.co.kr/myt-fare/submain?from=aichat,20
2026-03-24,요금관련문의,단말기 할부금 수수료 정책,scint0000808,광랜인터넷 와이파이(최대 100Mbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004348&firstItem=I,나의 요금 바로가기,https://app-stg.tworld.co.kr/myt-fare/submain?from=aichat,요금납부일 변경 바로가기,https://app-stg.tworld.co.kr/myt-fare/bill/option?from=aichat,18
2026-03-24,요금제문의,베이직플러스 50GB업,scint00002214,나의 요금 바로가기,https://app-stg.tworld.co.kr/myt-fare/submain?from=aichat,요금납부일 변경 바로가기,https://app-stg.tworld.co.kr/myt-fare/bill/option?from=aichat,요금 납부 내역 조회하기,https://app-stg.tworld.co.kr/myt-fare/info/history?from=aichat,17
2026-03-25,가입변경신청,리필하기 쿠폰 유효기간,scint00000061,공유 데이터 확인하기,REMAIN_DATA_SHARING,전체 공유 데이터 보기,https://app-stg.tworld.co.kr/myt-data/hotdata/total-sharing?from=aichat,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,54
2026-03-25,가입변경신청,리필하기 선물 받은 리필쿠폰 소멸,scint00000066,전체 공유 데이터 보기,https://app-stg.tworld.co.kr/myt-data/hotdata/total-sharing?from=aichat,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,일시정지 해제 바로가기,https://app-stg.tworld.co.kr/myt-join/submain/suspend?from=aichat#temporary?from=aichat,52
2026-03-25,가입변경신청,리필하기 쿠폰 제공,scint00000057,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,일시정지 해제 바로가기,https://app-stg.tworld.co.kr/myt-join/submain/suspend?from=aichat#temporary?from=aichat,T 우주 바로가기,https://m.sktuniverse.co.kr,52
